#  aims_uuid : A391CB3C-1CEF-4591-A2B9-296226787F70                                
# Angular momentum resolved density for species Moas calculated by FHI-aims
# The energy reference for this output is the vacuum level 
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -8.31831832       17.84245454        0.17025997        2.06700700       15.20048552        0.34857012        0.05613193
       -8.29829830       17.84758570        0.16151028        2.00217812       15.27889756        0.34801690        0.05698285
       -8.27827828       17.96619359        0.15268470        1.94405104       15.46192407        0.34927934        0.05825444
       -8.25825826       18.20633857        0.14450328        1.90150423       15.74752500        0.35281334        0.05999272
       -8.23823824       18.57027649        0.13732837        1.87987009       16.13201373        0.35880758        0.06225673
       -8.21821822       19.05611506        0.13116950        1.88104969       16.61151120        0.36726301        0.06512165
       -8.19819820       19.65872760        0.12578088        1.90449910       17.18167026        0.37810224        0.06867513
       -8.17817818       20.36964127        0.12081366        1.94866056       17.83589191        0.39126836        0.07300679
       -8.15815816       21.17598518        0.11597201        2.01229774       18.56274465        0.40677808        0.07819270
       -8.13813814       22.05892052        0.11112563        2.09525820       19.34355054        0.42470947        0.08427669
       -8.11811812       22.99218563        0.10634900        2.19840220       20.15105760        0.44512611        0.09125073
       -8.09809810       23.94142595        0.10188337        2.32273331       20.94981278        0.46795956        0.09903692
       -8.07807808       24.86484598        0.09804169        2.46804790       21.69839651        0.49288635        0.10747354
       -8.05805806       25.71546805        0.09509352        2.63159974       22.35322602        0.51924026        0.11630850
       -8.03803804       26.44497257        0.09317010        2.80729868       22.87330463        0.54599491        0.12520426
       -8.01801802       27.00878110        0.09222077        2.98581960       23.22514708        0.57183630        0.13375735
       -7.99799800       27.37175810        0.09203375        3.15573341       23.38713235        0.59532413        0.14153446
       -7.97797798       27.51367433        0.09231348        3.30546202       23.35265912        0.61511705        0.14812267
       -7.95795796       27.43342788        0.09278941        3.42559637       23.13163756        0.63021754        0.15318700
       -7.93793794       27.15101198        0.09332307        3.51097724       22.75000733        0.64018048        0.15652386
       -7.91791792       26.70641353        0.09398119        3.56196576       22.24713916        0.64523031        0.15809711
       -7.89789790       26.15505838        0.09505337        3.58451646       21.67119643        0.64624727        0.15804485
       -7.87787788       25.56006524        0.09700730        3.58896198       21.07283396        0.64461061        0.15665139
       -7.85785786       24.98232181        0.10039047        3.58774538       20.49797761        0.64192099        0.15428737
       -7.83783784       24.47007644        0.10569901        3.59260865       19.98078078        0.63965743        0.15133058
       -7.81781782       24.05013491        0.11324156        3.61189431       19.53806648        0.63884586        0.14808671
       -7.79779780       23.72268801        0.12302700        3.64860274       19.16650750        0.63982005        0.14473072
       -7.77777778       23.46119534        0.13470073        3.69967331       18.84339874        0.64213763        0.14128492
       -7.75775776       23.21769303        0.14754524        3.75666307       18.53116706        0.64467790        0.13763977
       -7.73773774       22.93261428        0.16054925        3.80765677       18.18489515        0.64590163        0.13361147
       -7.71771772       22.54706048        0.17253567        3.83994280       17.76135094        0.64421129        0.12901978
       -7.69769770       22.01478854        0.18232624        3.84281081       17.22756451        0.63832286        0.12376410
       -7.67767768       21.31121992        0.18891195        3.80981643       16.56705555        0.62755913        0.11787686
       -7.65765766       20.43754934        0.19159579        3.74001727       15.78239894        0.61199673        0.11154061
       -7.63763764       19.41931892        0.19008084        3.63796451       14.89376708        0.59244072        0.10506578
       -7.61761762       18.30024219        0.18448907        3.51255313       13.93411768        0.57024580        0.09883651
       -7.59759760       17.13318848        0.17531319        3.37510144       12.94249316        0.54704112        0.09323957
       -7.57757758       15.97075373        0.16331847        3.23717692       11.95723135        0.52443296        0.08859404
       -7.55755756       14.85764009        0.14942069        3.10868166       11.01068401        0.50375635        0.08509738
       -7.53753754       13.82626615        0.13456686        2.99657538       10.12640225        0.48592354        0.08279812
       -7.51751752       12.89593494        0.11963839        2.90440017        9.31891199        0.47138605        0.08159834
       -7.49749750       12.07486307        0.10538580        2.83255113        8.59544765        0.46019584        0.08128265
       -7.47747748       11.36372984        0.09239359        2.77907127        7.95856913        0.45213068        0.08156516
       -7.45745746       10.75928867        0.08106811        2.74067652        7.40855983        0.44684065        0.08214355
       -7.43743744       10.25695259        0.07164012        2.71373744        6.94484740        0.44397832        0.08274929
       -7.41741742        9.85191775        0.06417696        2.69503262        6.56623478        0.44328808        0.08318531
       -7.39739740        9.53905128        0.05860307        2.68219954        6.27025716        0.44464547        0.08334605
       -7.37737738        9.31220686        0.05473028        2.67390147        6.05230603        0.44804998        0.08321910
       -7.35735736        9.16372722        0.05229887        2.66977880        5.90519648        0.45358194        0.08287113
       -7.33733734        9.08467928        0.05102784        2.67025991        5.81963202        0.46133650        0.08242301
       -7.31731732        9.06598710        0.05066979        2.67628668        5.78566312        0.47134761        0.08201990
       -7.29729730        9.10025647        0.05106313        2.68898817        5.79488987        0.48351404        0.08180127
       -7.27727728        9.18385307        0.05217424        2.70932830        5.84293586        0.49753986        0.08187480
       -7.25725726        9.31874255        0.05412260        2.73776223        5.93165924        0.51290210        0.08229639
       -7.23723724        9.51368400        0.05718373        2.77394857        6.07063737        0.52885656        0.08305777
       -7.21721722        9.78450930        0.06176649        2.81656716        6.27760603        0.54448722        0.08408240
       -7.19719720       10.15336658        0.06836298        2.86327480        6.57770341        0.55879543        0.08522997
       -7.17717718       10.64695005        0.07747292        2.91080212        7.00155110        0.57081454        0.08630938
       -7.15715716       11.29390827        0.08950973        2.95516733        7.58240420        0.57972785        0.08709917
       -7.13713714       12.12182954        0.10470232        2.99197416        8.35281230        0.58496705        0.08737372
       -7.11711712       13.15439224        0.12301359        3.01677413        9.34139755        0.58627473        0.08693224
       -7.09709710       14.40932456        0.14409891        3.02549543       10.57037661        0.58372668        0.08562694
       -7.07707708       15.89762170        0.16732335        3.01494814       12.05424321        0.57772054        0.08338645
       -7.05705706       17.62398697        0.19184360        2.98339068       13.79957908        0.56894301        0.08023060
       -7.03703704       19.58782466        0.21674126        2.93108458       15.80540141        0.55832398        0.07627343
