#  aims_uuid : 801F5DB6-E91F-4837-A2B7-C77DE77A6E67                                
# Angular momentum resolved density for species Moas calculated by FHI-aims
# The energy reference for this output is the vacuum level 
#      Energy (eV)         total dos     l= 0              l= 1              l= 2              l= 3              l= 4
       -4.91491491        0.00000005        0.00000000        0.00000000        0.00000005        0.00000000        0.00000000
       -4.89489489        0.00000017        0.00000001        0.00000000        0.00000016        0.00000000        0.00000000
       -4.87487487        0.00000051        0.00000003        0.00000000        0.00000047        0.00000001        0.00000000
       -4.85485485        0.00000150        0.00000008        0.00000000        0.00000139        0.00000003        0.00000000
       -4.83483483        0.00000423        0.00000024        0.00000000        0.00000391        0.00000008        0.00000000
       -4.81481481        0.00001145        0.00000064        0.00000000        0.00001059        0.00000022        0.00000000
       -4.79479479        0.00002976        0.00000166        0.00000001        0.00002751        0.00000056        0.00000001
       -4.77477477        0.00007430        0.00000415        0.00000002        0.00006870        0.00000140        0.00000003
       -4.75475475        0.00017829        0.00000996        0.00000005        0.00016485        0.00000336        0.00000006
       -4.73473473        0.00041113        0.00002296        0.00000013        0.00038015        0.00000776        0.00000014
       -4.71471471        0.00091116        0.00005087        0.00000028        0.00084250        0.00001719        0.00000031
       -4.69469469        0.00194086        0.00010833        0.00000063        0.00179463        0.00003661        0.00000067
       -4.67467467        0.00397403        0.00022171        0.00000133        0.00367467        0.00007494        0.00000138
       -4.65465465        0.00782295        0.00043616        0.00000277        0.00723384        0.00014747        0.00000272
       -4.63463463        0.01480828        0.00082488        0.00000560        0.01369359        0.00027904        0.00000517
       -4.61461461        0.02696219        0.00150008        0.00001111        0.02493376        0.00050778        0.00000946
       -4.59459459        0.04723775        0.00262373        0.00002165        0.04368670        0.00088897        0.00001670
       -4.57457457        0.07967695        0.00441523        0.00004158        0.07369371        0.00149796        0.00002847
       -4.55455455        0.12947654        0.00715182        0.00007884        0.11976795        0.00243097        0.00004696
       -4.53453453        0.20289673        0.01115773        0.00014769        0.18771355        0.00380268        0.00007508
       -4.51451451        0.30699573        0.01677965        0.00027321        0.28408606        0.00574006        0.00011674
       -4.49449449        0.44924691        0.02435025        0.00049834        0.41584766        0.00837353        0.00017713
       -4.47447447        0.63719033        0.03414622        0.00089418        0.59005848        0.01182806        0.00026339
