# total density of states output by FHI-aims 
# The energy reference for this output is the average chemical potential, mu =       -5.999441 eV
#    Energy (eV)      DOS 
     12.35579696    122.73686073
     12.37581698    126.87695767
     12.39583700    131.13300243
     12.41585702    135.44610156
     12.43587704    139.71894010
     12.45589706    143.81941991
     12.47591708    147.59582519
     12.49593710    150.90223675
     12.51595712    153.62932010
     12.53597714    155.73302047
     12.55599716    157.25319831
     12.57601718    158.31620013
     12.59603720    159.11925852
     12.61605722    159.89922551
     12.63607724    160.89202073
     12.65609726    162.29119118
     12.67611728    164.21368965
     12.69613730    166.67869426
     12.71615732    169.60187539
     12.73617735    172.80403198
     12.75619737    176.03038412
     12.77621739    178.97556798
     12.79623741    181.30962163
     12.81625743    182.70165916
     12.83627745    182.83990929
     12.85629747    181.44864371
     12.87631749    178.30362561
     12.89633751    173.24771162
     12.91635753    166.20715245
     12.93637755    157.20735472
     12.95639757    146.38506551
     12.97641759    133.99287057
     12.99643761    120.39212139
     13.01645763    106.03208886
     13.03647765     91.41594366
     13.05649767     77.05732126
     13.07651769     63.43378880
     13.09653771     50.94467001
     13.11655773     39.88000912
     13.13657775     30.40513867
     13.15659777     22.56203812
     13.17661779     16.28536471
     13.19663781     11.42856916
     13.21665783      7.79439696
     13.23667785      5.16437994
     13.25669787      3.32329461
     13.27671789      2.07643951
     13.29673791      1.25939742
     13.31675793      0.74130222
     13.33677795      0.42336029
     13.35679797      0.23452746
     13.37681799      0.12598604
     13.39683801      0.06560857
     13.41685803      0.03311002
     13.43687805      0.01618668
     13.45689807      0.00766273
     13.47691809      0.00351119
     13.49693811      0.00155662
     13.51695813      0.00066738
     13.53697815      0.00027659
     13.55699817      0.00011076
     13.57701819      0.00004284
     13.59703821      0.00001600
     13.61705823      0.00000576
     13.63707825      0.00000200
     13.65709827      0.00000067
     13.67711829      0.00000022
     13.69713831      0.00000007
     13.71715833      0.00000002
     13.73717835      0.00000001
     13.75719837      0.00000000
     13.77721839      0.00000000
     13.79723841      0.00000000
     13.81725843      0.00000000
     13.83727845      0.00000000
     13.85729847      0.00000000
     13.87731849      0.00000000
     13.89733851      0.00000000
     13.91735853      0.00000000
     13.93737855      0.00000000
     13.95739857      0.00000000
     13.97741859      0.00000000
     13.99743861      0.00000000
     14.01745863      0.00000000
     14.03747865      0.00000000
     14.05749867      0.00000000
     14.07751869      0.00000000
     14.09753871      0.00000000
     14.11755873      0.00000000
     14.13757875      0.00000000
     14.15759877      0.00000000
     14.17761879      0.00000000
     14.19763881      0.00000000
     14.21765883      0.00000000
     14.23767885      0.00000000
     14.25769887      0.00000000
     14.27771889      0.00000000
     14.29773891      0.00000000
     14.31775893      0.00000000
     14.33777895      0.00000000
     14.35779897      0.00000000
     14.37781899      0.00000000
     14.39783901      0.00000000
     14.41785903      0.00000000
     14.43787905      0.00000000
     14.45789907      0.00000000
     14.47791909      0.00000000
     14.49793911      0.00000000
     14.51795913      0.00000000
     14.53797915      0.00000000
     14.55799917      0.00000000
     14.57801919      0.00000000
     14.59803921      0.00000000
     14.61805923      0.00000000
     14.63807925      0.00000000
     14.65809927      0.00000000
     14.67811929      0.00000000
     14.69813931      0.00000000
     14.71815933      0.00000000
     14.73817935      0.00000000
     14.75819937      0.00000000
     14.77821939      0.00000000
     14.79823941      0.00000000
     14.81825943      0.00000000
     14.83827945      0.00000000
     14.85829947      0.00000000
     14.87831949      0.00000000
     14.89833951      0.00000000
     14.91835953      0.00000000
